,tweet,favourite_count,retweet_count,created_at
2454,"@tessthebutler You need a Tile, Airtag, or similar thing. I’m speaking from own experience.",1,0,2021-05-12 05:11:57
2455,"This #vulnerability lets hackers put any link in place of the ""Find My"" link when an #AirTag is scanned via #NFC. And that's how the researcher rickrolled #apple #airtags.

#iotsecurity #jailbreak #cybersecurityawareness #smartdevices 

https://t.co/EXd7Y7reuZ https://t.co/7ZnCqHy4SU",1,1,2021-05-12 05:10:52
2456,Hacking Apple’s AirTag https://t.co/c5LmajQHHP,0,0,2021-05-12 05:00:50
2457,"@Marsh931 Yeah, done this before but not when you’re not wearing them 😭 I eventually found them last night but omg, I’m finding so many items that I can’t find day-to-day that would be SO useful if I could put an AirTag on them.",1,0,2021-05-12 04:56:50
2458,@iPhonedo I wish for colorful Airtag wrist bands.,0,0,2021-05-12 04:56:01
2459,My airtag keychain came in today. So cute https://t.co/tc8QeCBaQX,1,0,2021-05-12 04:52:19
2460,"just bought a apple airtag, the hold apple has on me is truly a problem https://t.co/mUXaek9pkH",0,0,2021-05-12 04:43:13
2461,This AirTag is definitely something I didn’t know I needed. Its really came in clutch recently lol,0,0,2021-05-12 04:40:02
2462,@atpfm iFixit shows how to drill a hole in your AirTag — but the start of the video has some non-surgical ideas and there’s a nice take apart.,0,0,2021-05-12 04:39:02
2463,"@jmwilt17 @MrJoshuaPack Yep, I still don't get why they didn't make a feature for it to find your phone like Samsung did. But hey the AirTag is still great besides that flaw.",1,0,2021-05-12 04:34:07
2464,"@iam_tech @MrJoshuaPack Exactly, though the airtag not having a button is a huge issue imo. I use my tag to find my phone just as often as I use my phone to find my tag lol.",1,0,2021-05-12 04:32:49
2465,Security researcher manages to jailbreak the Apple AirTag https://t.co/G3qiXl6lSy via @techxplore_com,0,0,2021-05-12 04:32:13
2466,"Just got our new AirTags #airtag #apple #musthave @ Seal Beach, California https://t.co/MORrpPVy5l",0,0,2021-05-12 04:32:07
2467,Just got my new AirTags #airtag #apple #musthave https://t.co/wIRnsmoa93,0,0,2021-05-12 04:30:54
2468,I Mailed an AirTag and Tracked Its Progress; Here's What Happened - The Mac Security Blog https://t.co/CcFtQFTwHq https://t.co/LEoSqxo8NR,4,0,2021-05-12 04:30:03
2469,"https://t.co/W00hRHjYXT, find your lost items the smart way use an airtag or a tracking tag, if you want to know what an airtag or a tracking tag is use this link to watch this video. https://t.co/00r6y63t2Z",0,0,2021-05-12 04:28:50
2470,Security researcher successfully hacks and jailbreaks an Apple AirTag | #linux | #linuxsecurity https://t.co/F5qOj2kYQW,1,0,2021-05-12 04:26:00
2471,Security researcher successfully hacks and jailbreaks an Apple AirTag | #linux | #linuxsecurity https://t.co/CCH0FlBaEy,1,0,2021-05-12 04:25:58
2472,"Apple airtags versus tile tracker and Samsung smart tag, for best airtag... https://t.co/W00hRHjYXT via @YouTube",0,0,2021-05-12 04:23:58
2473,"16 Minutes #62: Apple Event: Desktops &amp; Tablets Converge, Cord-Cutting, &amp; “Find Anything” https://t.co/JFPNFvwGqi",0,0,2021-05-12 04:20:20
2474,Should I put an AirTag on my dog? Where are we at on this? https://t.co/hGBiGOAAiu,0,0,2021-05-12 04:12:01
2475,"Well, I suppose it was only a matter of time before someone decided to jailbreak the AirTag. Read the full story here. https://t.co/2cOT1ShLUi",2,2,2021-05-12 04:08:58
2476,@BMACadelic **** A Tile to your Airtag 😂,1,0,2021-05-12 04:05:29
2477,.@belkin how to unlock the Belkin Secure Holder for AirTag?,0,0,2021-05-12 03:57:49
2478,Someone created the perfect AirTag case for the Apple TV Siri Remote https://t.co/1rxyN1MzIN,0,0,2021-05-12 03:56:53
2479,How to Reset an Apple AirTag So Someone Else Can Use It https://t.co/wYBmQMg2RI,4,2,2021-05-12 03:50:25
2480,Apple AirTag jailbroken already – hacked in rickroll attack https://t.co/29cH1JmsyS,0,0,2021-05-12 03:44:11
2481,"Man mails AirTag to buddy as mobility experiment. 

""AirTags aren’t designed to track something in movement; this isn’t like a Tom Cruise movie...""

https://t.co/I1ePhpZLQc",0,0,2021-05-12 03:38:43
2482,I stan for the AirTag demoscene https://t.co/LvMGxDhAsC,3,0,2021-05-12 03:38:28
2483,Apple AirTag Successfully HACKED... This didn't take long. https://t.co/2aI7WZoUXx,0,0,2021-05-12 03:35:39
2484,"West Leathers 4 Pack Anti-Lost Leather Case for AirTag – Protective Case Cover with Keychain Ring Designed,Safety Apple Airtag Tracking Locator https://t.co/H5seUmsUIy",1,0,2021-05-12 03:35:20
2485,"I just launched a new Apple-focused tech channel, “Tech Plaza”, with my friend @ethaninnovator 

Check out our first video where we shipped an AirTag across the country, along with a few other shenanigans:

https://t.co/UItThZZvAr",1,1,2021-05-12 03:31:03
2486,"AirTags should be banned.

https://t.co/e7putJghR5

vi",5,1,2021-05-12 03:30:25
2487,Apple AirTag vs Drug Detection Dog - Fun and informative! Wasabi is a great dog name. https://t.co/hSaelD8oph,0,0,2021-05-12 03:30:16
2488,The results from tracking a mailed AirTag are quite impressive. I once tried this with a Tile in my luggage and apart from when it reached me at arriving I never could see where it was. https://t.co/WPOrbMmK3L,0,0,2021-05-12 03:26:31
2489,"@TimCookingfood Samsung has a button to track your phone and other things, tracks better, and has a key chain hole built in. So the airtag is actually more expensive if you want to out it on your keys lol.",1,0,2021-05-12 03:26:10
2490,"Airtags in transit and the series of events.

“I Mailed an AirTag and Tracked Its Progress; Here’s What Happened”

https://t.co/Gqcz79mvJ8",0,0,2021-05-12 03:22:55
2491,Need to wait for 1 month… #airtag https://t.co/QRWxg95v7w,0,0,2021-05-12 03:20:03
2492,"An Apple AirTag has 32MB of memory, that’s the same as over 500 C-64’s https://t.co/kTLiZY6Vl0",11,3,2021-05-12 03:17:37
2493,Nomad releases waterproof AirTag Rugged Keychain https://t.co/m6VLPFpvbt https://t.co/jVpDLKz1Nd,0,0,2021-05-12 03:17:21
2494,appleinsider: Nomad releases waterproof AirTag Rugged Keychain  https://t.co/BU8oqtSPGd,0,0,2021-05-12 03:08:42
2495,Nomad releases waterproof AirTag Rugged Keychain  https://t.co/4Ii6sUpSTZ,180,16,2021-05-12 03:07:01
2496,"So basically, we are now down to being able to own an iPhone with a Zero-day safari exploit and an airtag?

https://t.co/0SMxxzocDj",0,0,2021-05-12 03:02:15
2497,"Apple AirTags ""terrifyingly good"" at tracking stuff — and potentially helping stalkers https://t.co/ifHoqgpcnM",0,0,2021-05-12 03:02:12
2498,I mailed an AirTag and tracked its progress https://t.co/Yb9ovbuKVN #technews #chatbots #automation #AI #ML,0,0,2021-05-12 03:01:28
2499,I am here. #AirTag https://t.co/t0rO8O4fpa,0,0,2021-05-12 03:00:37
2500,"Apple AirTag tracker hacked and reprogrammed by a security researcher

https://t.co/qKiX54psre

#cybersecurity #infosec #security",1,3,2021-05-12 02:58:53
2501,I Mailed an AirTag and Tracked Its Progress; Here’s What Happened https://t.co/rh1dlFcuTM,0,0,2021-05-12 02:53:47
2502,"next fighter is the airtag, this tweet hard confirms it guys https://t.co/9fBFwmlBNh",2,1,2021-05-12 02:52:53
2503,"How to custom name your AirTag on iPhone, iPad, and iPod touch — Apple Support https://t.co/TkqsnQ7EWs",2,0,2021-05-12 02:50:22
2504,"@jmwilt17 @dalevon_digital Nah I think what AirTag is really better in is in the software department. The SS that scratches isn't a pro imo. It can notify iPhone users that there's an AirTag following them when they're home, and the whole interface just feels more polished.",0,0,2021-05-12 02:48:06
2505,"@iam_tech @dalevon_digital It's also better at tracking and a larger speaker. Really the only advantage of the airtag is build quality, but that's debatable.",4,0,2021-05-12 02:45:45
2506,So Saturday I bought a notebook to keep track of ideas and I’ve already lost it. Guess if/when I find it I should airtag it since it’s the only thing I’ve actually lost recently.,0,0,2021-05-12 02:43:44
2507,"@jmwilt17 AirTag, sorry LOL",0,0,2021-05-12 02:43:25
2508,@jmwilt17 The AirTag will sell more because it used find my’s network which uses literally any Apple device to track your AirTag which is something that Samsung can’t do,0,0,2021-05-12 02:41:21
2509,Apple AirTag Successfully HACKED... https://t.co/YS8LRoJrrZ via @YouTube,0,0,2021-05-12 02:40:27
2510,Apple #AirTag jailbroken already – hacked in rickroll attack – #cybersecurity by Naked Security https://t.co/JA1lNst2lM,1,4,2021-05-12 02:39:13
2511,Someone created the perfect AirTag case for the Apple TV Siri Remote #3dprinting https://t.co/R1Ca7R1Wlx,0,0,2021-05-12 02:38:30
2512,"Hold on, putting an airtag on my imaginary dog",1,0,2021-05-12 02:30:27
2513,iOS 14.6 adds a new way to be contacted if your Apple AirTag gets lost. https://t.co/1CeUKoDynV,22,1,2021-05-12 02:28:03
2514,@TKSpivey @airfrance this is why im taping an airtag inside my bike box moving forward,3,0,2021-05-12 02:26:01
2515,"""I Mailed an AirTag and Tracked Its Progress; Here's What Happened - The Mac Security Blog"" https://t.co/meKXj2nuqo",0,0,2021-05-12 02:13:12
2516,Apple AirTag vs. Drug-Detection Dog: Best Way to Find Your Lost Stuff | WSJ https://t.co/7PkFgpqNMT via @YouTube,0,0,2021-05-12 02:09:53
2517,"@jmwilt17 Woah that’s a little harsh
Some people might like how the AirTag works better, might like the Find My app better, might like Apple better etc",0,0,2021-05-12 02:02:24
2518,@MacRumors @julipuli Better than drilling a hole in your airtag,0,0,2021-05-12 01:59:07
2519,Someone mailed an AirTag to themselves to see if they could track its route | iMore https://t.co/1zjCsUGQwn,2,0,2021-05-12 01:59:03
2520,Hey @Apple … now put the AirTag technology into AirPods/Pro so we can track them down and make them chirp when someone swipes them.,0,0,2021-05-12 01:59:03
2521,"Apple AirTags ""terrifyingly good"" at tracking stuff — and potentially helping stalkers https://t.co/bHcs2FTcX8 a través de @cbsmoneywatch",0,0,2021-05-12 01:55:14
2522,This is probably the best #AirTag accessory so far https://t.co/02utJF2oJM,31,6,2021-05-12 01:52:48
2523,I got this one hoe who windows getting busted out every fucking week until they start acting accordingly. I’m not bull shitting. Already got an airtag in they fucking air vent. Be somewhere they not supposed to be if they want to. Bet you leave that nigga house feeling a breeze.,0,0,2021-05-12 01:52:44
2524,@Apple why doesn’t ‘airtag’ autocorrect to AirTag when I type it on your iPhone? All your other products autocorrect when typed without certain capital letters. 🤷‍♂️,0,0,2021-05-12 01:50:00
2525,Can AirTag Be Used To Track A Family Dog? What You Need To Know https://t.co/66yE4WzcGY,0,0,2021-05-12 01:30:29
2526,"Apple's AirTag technology could also let stalkers keep tabs on their victims, experts warn. https://t.co/G2hPHQTCQ5",10,4,2021-05-12 01:29:44
2527,@LinusTech You'd have to find Wally/Waldo first so you can put the airtag on him,4,0,2021-05-12 01:28:25
2528,For AirTag PU Leather Case Cover Tracker Keyring Sleeve Skin A2F6 #ebay #cellphonesandaccessories https://t.co/R9tmTZaL8z,0,0,2021-05-12 01:25:51
2529,"@timseymour -- I agree completely with your comment a few weeks ago about the Apple AirTag potential for unexpected high volume cash cow.  Like you, I have already purchased 16 ($400) and likely will get more as gifts for family and friends.  They are cool!",0,0,2021-05-12 01:19:42
2530,Using Airtags to do better package tracking than the package services themselves: https://t.co/sOFIGraABn,8,2,2021-05-12 01:18:23
2531,Get this rugged AirTags keychain for your pet collar. By @xguntherc https://t.co/uUMYLnZMWR,0,0,2021-05-12 01:14:13
2532,Security researchers have found that Apple AirTag has flaws that could allow hackers to alter its firmware https://t.co/SmmyEs5tpS,0,0,2021-05-12 01:12:20
2533,We know you're curious about it... https://t.co/52qMaY1HY4,2,1,2021-05-12 01:04:03
2534,"Nomad Announces 'Rugged Keychain' for AirTag, Includes Add-On Engraving Option for Pet ID Tags https://t.co/ZpWZ3n4w5q",1,1,2021-05-12 01:01:25
2535,OEM Apple AirTag Key Ring https://t.co/Q9lIrD0nnP,0,0,2021-05-12 01:01:07
2536,"WTS: AirTag Protective Silicone case 

Anti-fall
Waterproof
Shockproof
Easy to install &amp; carry

Tel/Whatsapp/Skype:+86 18877324000
sales39@zxphonefix.com

#AirTag #AirTagcase #AirTagcases #AirTagsiliconecase #AirTagcover #AirTagcovers #AirTagsiliconecover #AirTagprotectorcase https://t.co/Z9fFX9XU3O",1,0,2021-05-12 00:58:35
2537,"Top Stories: Epic Games vs. Apple, Hidden AirTag Mode, Apple Music Hi-Fi, Colorful MacBook Air? https://t.co/qKPnOybNDJ",0,0,2021-05-12 00:58:22
2538,@costcocanada so I see we can now order a Apple AirTag but only single not the 4 pk and no accessories. Did the person that put this up on the website not bother to research the product first? A AirTag is useless without a accessory to attach it to.,0,0,2021-05-12 00:54:10
2539,"I bought an AirTag and it’s very neat but I don’t currently have any uses for it, whoops",9,0,2021-05-12 00:52:05
2540,"WTS: AirTag Protective Silicone case 

Anti-fall
Waterproof
Shockproof
Easy to install &amp; carry

Tel/Whatsapp/Skype:+86 18877324000
sales39@zxphonefix.com

#AirTag #AirTagcase #AirTagcases #AirTagsiliconecase #AirTagcover #AirTagcovers https://t.co/jn0QOxetA6",2,0,2021-05-12 00:51:54
2541,🤤 AirTag Sound Effects https://t.co/mioQsdyVSV,0,0,2021-05-12 00:49:55
2542,I mailed an AirTag and tracked its progress (https://t.co/k3KVcNa8jh) : https://t.co/fuanY4oolH,0,0,2021-05-12 00:47:30
2543,I mailed an AirTag and tracked its progress https://t.co/2pWf8RtjOL,0,0,2021-05-12 00:47:01
2544,I think i want a airtag for my suitcase,0,0,2021-05-12 00:36:57
2545,"Dear @Apple , when you invented the #AirTag , you should have added a loop. These tags are useless without being able to attach to keys. Even a small imbedded loop could have worked. So frustrating - and your competitors have it already.  Thanks.",0,0,2021-05-12 00:36:37
2546,"@adaptive @gigastacey The Faraday cage 'feature' would be true of any BLE tag (and many other RF freq) so not an AirTag invention. Also, the tracking for AirTags via higher-end iPhones (globally Android mkt share dominates) and perhaps w/o the permission of the enterprise owner, or the iPhone owner.",1,0,2021-05-12 00:31:09
2547,Apple AirTag jailbroken already – hacked in rickroll attack https://t.co/rMSNpbZPt2 #tech #technology #blockchain #innovation #science #IT #BigData #Security #cybersecurity #crypto #cloud #IOT #computer #CISO #infosec #infosecurity #hacker #engineering,1,0,2021-05-12 00:30:11
2548,"New #Apple AirTag  #ad #Deal

 https://t.co/owJnLVpkTW https://t.co/20mY4Z4r16",0,0,2021-05-12 00:30:05
2549,New Apple AirTag https://t.co/brRtPHCtwS #ad https://t.co/TZNLW4xyeo,21,4,2021-05-12 00:30:00
2550,Apple AirTag jailbroken already – hacked in rickroll attack – Naked Security https://t.co/xjxMvxPaId,0,0,2021-05-12 00:29:37
2551,This Week in Tech (TWiT) covers the story of the cool wallet sized card #AirTag #hack  by YouTuber Andrew Ngai. https://t.co/FvmIHZBqBc,0,0,2021-05-12 00:29:03
2552,"Mailing an Air Tag. 😄
https://t.co/MGF9FbTNDI",0,0,2021-05-12 00:27:48
2553,Can AirTag Be Used To Track A Family Dog? What You Need To Know https://t.co/83IzgKkLar #cinemanews https://t.co/Rbr36JO44i,0,0,2021-05-12 00:15:18
2554,@wirecutter I really fell you guys omitted how the airtag is really ( good/ bad) to use with your pets collar.,0,0,2021-05-12 00:11:31
2555,Guy (Andrew Ngai ) on YouTube hacks an #AirTag to make a card sized shape for wallets. #Apple #Hacking #3Dprinting #makers #DIY https://t.co/EzxBvqe6Nn,0,0,2021-05-12 00:11:07
2556,Apple AirTag jailbroken already – hacked in rickroll attack – Naked Security https://t.co/rm18xz7LQ6,1,0,2021-05-12 00:06:46
2557,"@analiciaxo_ Lmao these have “anti-stalker” features. So you actually can’t use them like that. 

Long story short if the airtag that is near them isn’t registered to their phone as theirs, their phone will let them know that there is an airtag that has been following them.",0,0,2021-05-12 00:05:57
2558,"A Bluetooth tracker is a lifesaver when you’re scrambling to find your keys or bag before heading out the door. 

Our new pick for Apple users is the AirTag, while Android users are still best served by the Tile Mate. https://t.co/2umIdsgqbK",4,0,2021-05-12 00:04:03
2559,https://t.co/a7HxxMiBvj that didn’t take long.,2,0,2021-05-12 00:02:52
2560,iOS 14.6 lets you use an email address to put AirTag and other items into Lost Mode https://t.co/KaNBeE0xUG,0,0,2021-05-12 00:02:02
2561,I Mailed an AirTag and Tracked Its Progress; Here's What Happened - The Mac Security Blog https://t.co/uQ5zy1uPc5,1,0,2021-05-11 23:58:39
2562,Customized my #AirTag. https://t.co/y9zmEG99wF,597,11,2021-05-11 23:52:57
2563,Someone with a paired AirTag should be able to know for sure by intercepting network traffic and waiting for the iPhone to check for updates.,1,0,2021-05-11 23:52:21
2564,"I suspect (from cursory static analysis) that AirTag firmware updates are fetched from here: https://t.co/Paqbzg6g6B

but the URL doesn't work, not even an empty list, so either they won't create it until they release the first update or I'm wrong 🤔",1,0,2021-05-11 23:52:20
2565,I Mailed an AirTag and Tracked Its Progress; Here's What Happened - The Mac Security Blog https://t.co/ptRaC39Gle,1,1,2021-05-11 23:51:39
2566,"Apple AirTags ""terrifyingly good"" at tracking stuff — and potentially helping stalkers
#cybersecurity  https://t.co/pmhD2MFnSG",0,0,2021-05-11 23:51:04
2567,Did you know Security researchers have found that Apple AirTag has flaws that could allow hackers to alter its firmware https://t.co/GOB0Rt4tSO,0,0,2021-05-11 23:48:06
2568,"Nice work. What doesn’t surprise me is that you can glitch an unprotected micro. What *does* surprise me is that apparently the flash image is not signed, allowing arbitrary flash changes WITHOUT a fault attack. This is one bug away from a persistent AirTag worm. https://t.co/PXLz6mrHkO",5,1,2021-05-11 23:46:43
2569,"Is ""Durian"" the codename for Apple AirTag? I'm surprised nobody seems to have mentioned it yet.",1,0,2021-05-11 23:45:51
2570,"When scanned, the AirTag takes you to the most important song of our time https://t.co/Fa1lLUKQ3v",0,0,2021-05-11 23:42:48
2571,"Totally love the new #AirTags but question this YouTube video, and @Duracell coin cell batteries not powering up the @Apple AirTag in their video, with mention towards possible design specifications in general. 

Any clues? 

https://t.co/t1F20kpL97",0,0,2021-05-11 23:42:01
2572,Did you know Security researchers have found that Apple AirTag has flaws that could allow hackers to alter its firmware https://t.co/Q36ykROYKe,0,0,2021-05-11 23:40:28
2573,"Apple AirTags ""terrifyingly good"" at tracking stuff — and potentially helping stalkers https://t.co/BbN6YD65Nf",51,23,2021-05-11 23:39:38
2574,"@PhilipSautter Ok, by filtering on high RSSI values and actively tracking the AirTag from Find My, I’m pretty confident I discovered the device. It advertises a ton of capabilities but they aren’t named, would need a table to xref the hex values to know what’s what. But yeah, seems doable!",1,0,2021-05-11 23:37:26
2575,Security researcher manages to jailbreak the Apple AirTag https://t.co/uSA5Ipw70M via @techxplore_com,1,0,2021-05-11 23:35:27
2576,"@PhilipSautter Whew, what I’m discovering is that I can pick up every device that I and apparently all of my neighbors all own, and I need to get in a Faraday cage with my phone and this AirTag if I’m gonna figure out which is which 😂",1,0,2021-05-11 23:30:49
2577,"So... So far the only argument people have for why the smart tag is not better than the Airtag is... The airtag will sell more.... Well no shit it will sell more, but if you only buy things because they are most popular then you live a sad life.",51,3,2021-05-11 23:29:52
2578,"@PhilipSautter You definitely could, and folks/businesses/etc have been doing this with BLE beacons for a while now! I’m not sure if the AirTag hardware itself is open enough to allow for this but now I’m going to bust out LightBlue and start scanning.",1,0,2021-05-11 23:28:18
2579,"Assuming people put AirTags on important things, and important ~= valuable. Seems like you could leverage the AirTag bluetooth signal to create a valuable things nearby scanner?",2,0,2021-05-11 23:26:08
2580,Nomad Releases Rugged AirTag Keychain and Engravable Pet Tag – Review Geek https://t.co/hioIpfhmcP,0,0,2021-05-11 23:22:24
2581,"I want to get Cody a good GPS/4G tracker as he’s obsessed with legging it when off lead... has anyone used Tractive... he’s already got an AirTag around his neck, but I want something a bit more 5G/4G reliant and trackable 24/7... any recommendations? https://t.co/tFFOM8YAUW",1,0,2021-05-11 23:21:19
2582,"Nomad Announces 'Rugged Keychain' for AirTag, Includes Add-On Engraving Option for Pet ID Tags - MacRumors https://t.co/assiRL1WfQ https://t.co/Hp09mo7LIV",0,0,2021-05-11 23:20:04
2583,Nomad announces the Rugged AirTag Keychain for Apple's new AirTag https://t.co/jwNl7xXJSw,0,0,2021-05-11 23:19:51
2584,"@caribbeanxblue False. Especially when you consider you need the keychain holder for the airtag, they are identical in size. The smart tag is just very slightly thicker. https://t.co/AGzbTLUPSP",39,0,2021-05-11 23:18:48
2585,"""Sending an Apple Airtag by mail to myself in the Netherlands. How well does the Airtag work outside?"" https://t.co/17KF5IAO4F",0,0,2021-05-11 23:13:30
2586,"I could do with an Airtag for my mind...

Come on @elonmusk, you can do it! https://t.co/HAbN6zDUkc",13,0,2021-05-11 23:07:11
2587,"The best Apple AirTag alternatives: Never lose your keys again

https://t.co/0dfVTMoiaQ",42,5,2021-05-11 23:05:11
2588,I want an AirTag. Idk what I’d use it for though 😂.,0,0,2021-05-11 23:04:56
2589,"After about two weeks on my keys. Called it! 😆 #airtag #airtags #apple @ Kansas City, Missouri https://t.co/hGBFNWJYbj",0,0,2021-05-11 22:59:58
2590,I Mailed an AirTag and Tracked Its Progress; Here's What Happened https://t.co/6oKPOxOZ2t,0,0,2021-05-11 22:59:37
2591,"@SebastienPage I guess that’s something that can be 3D printed. What’s the usecase? You can search on Thingiverse if you have a 3D printer: https://t.co/YGsi3TaE6u

I can print one for you if you’re near Paris, France.

Other than that I guess AliExpress or Amazon can help you obviously.",0,0,2021-05-11 22:58:26
2592,Nomad Releases Rugged AirTag Keychain and Engravable Pet Tag https://t.co/ayZD6JDZHy,0,0,2021-05-11 22:53:21
2593,@BMACadelic soon we will see iwallet case for airtag,1,0,2021-05-11 22:52:21
2594,@elibdiago Google Pixel 4XL +Apple airtag 😉,1,0,2021-05-11 22:47:30
2595,Security researchers have found that Apple AirTag has flaws that could allow hackers to alter its firmware  https://t.co/P2xNlvNydB https://t.co/uRYmHOb57j,0,0,2021-05-11 22:45:59
2596,Security researchers have found that Apple AirTag has flaws that could allow hackers to alter its firmware  https://t.co/XViqfRCmfn https://t.co/CmwS6436G3,0,0,2021-05-11 22:45:56
2597,"If my cat wasn't so tiny, I'd totally buy this Nomad Pet ID Tag for the AirTag. https://t.co/I8usL4BbI4",2,0,2021-05-11 22:45:00
2598,Ht ⁦@peterfreudling⁩ who immediately made the trash track connection ⁦@SenseableCity⁩  https://t.co/r6UYLeHS4F,3,0,2021-05-11 22:44:02
2599,"Despite AirTags only being on the market for less than two weeks, one user has already successfully hacked their AirTag to display a custom website when the device is put in Lost Mode. https://t.co/HOfqfmP01T",0,0,2021-05-11 22:44:01
2600,"Nomad launches new Rugged Pet ID Tag for Apple's AirTag
https://t.co/6f4zH9yfs9 https://t.co/l1KHkZfY09",9,0,2021-05-11 22:41:13
2601,https://t.co/TPY0HXsi5z apple thought abt this and made an alert every time there's an airtag on you so you always know when you have one on you lol.,0,0,2021-05-11 22:40:43
2602,"If you put your beer in a coozie, an airtag fits neatly under the indention in the bottom of a beer can. No more searching for where I put my beer. #DadWin #AirTag",0,0,2021-05-11 22:38:37
2603,"https://t.co/76c0nFrdNJ

My newest video is now available IN HD 😆 
#AirTags #AirTag #AppleEvent",2,1,2021-05-11 22:36:30
2604,Apple AirTag jailbroken already – hacked in rickroll attack https://t.co/ubmt6dB7qn,0,0,2021-05-11 22:33:50
2605,"Waiting for someone to create a dog collar that has Apple Airtag cutouts 😅

I be on Amazon every other day waiting.",0,0,2021-05-11 22:33:25
2606,Security researcher manages to jailbreak the Apple AirTag https://t.co/hIlpZuCOhP,0,0,2021-05-11 22:32:29
2607,"Privacy, Inc. is getting a loooong rope to hand wave  'iphones anonymously upload airtag locations!' like that erases the sidechannels it creates 
https://t.co/BrSEVuTjR2",1,0,2021-05-11 22:31:50
2608,"Apple Releases The $29 AirTag Gadget For Physical Item Tracking
https://t.co/orgzv6Cn5T

Join #ecoin #earnbysharingnews
https://t.co/bInluVOEuU",0,0,2021-05-11 22:31:34
2609,"Signed, sealed, delivered I'm yours

https://t.co/wUMuoqd503",0,0,2021-05-11 22:30:00
2610,3D-Printed Case Lets You Attach an AirTag to Your Apple TV Remote https://t.co/QWxzCW1bY6,0,0,2021-05-11 22:29:49
2611,Apple AirTag jailbroken already – hacked in rickroll attack https://t.co/kxfLsv6Dll via @NakedSecurity https://t.co/NL7ffcDaQ8,0,0,2021-05-11 22:26:01
2612,The “Card Pocket” from @Bellroy is the perfect wallet for @Apple’s #Airtag,1,0,2021-05-11 22:23:54
2613,Nomad Releases Rugged AirTag Keychain and Engravable Pet Tag #rwanda #RwOT  ##brits2021 #RwOT #Rwanda  ##brits2021   https://t.co/aWmMP0urIb https://t.co/Gc9DIJoomv,0,1,2021-05-11 22:20:24
2614,"Apple’s AirTag jailbroken already

https://t.co/dfCcvYzcBL",31,13,2021-05-11 22:19:50
2615,"AirTag use case - Track location of lost check-in baggage.

https://t.co/ZIuYzO4DD0",1,0,2021-05-11 22:18:59
2616,"German security researcher stacksmashing has already flashed/jailbroken an AirTag, replacing the https://t.co/bUyfaRlypH url and changing the default behavior of ""Lost Mode""

Your move Apple. 
https://t.co/kNPXfnh2Xu",0,0,2021-05-11 22:18:59
2617,"Nomad, which specializes in outdoor gear and ""rugged"" gadget accessories, has released a brand-new Rugged Keychain to safely hold your AirTag... https://t.co/45NO3dKkFb",0,0,2021-05-11 22:16:38
2618,I mailed an AirTag and tracked its progress https://t.co/ofF7sCdef0,0,0,2021-05-11 22:14:44
2619,"Nomad Announces ‘Rugged Keychain’ for AirTag, Includes Add-On Engraving Option for Pet ID Tags https://t.co/jmgJGdnJh6",0,0,2021-05-11 22:14:08
2620,Anyone seen an accessory that can make an AirTag wearable as a pin or bracelet?,2,0,2021-05-11 22:12:20
2621,"NEW #Apple AirTag Tracking Chips are in stock!

Grab 1 for $29!

Accessories $5 --&gt; 

- Built-in speaker to help find your things

- Find items further away w/ help of other #Apple devices in the Find My network #Deal

 https://t.co/owJnLVpkTW https://t.co/H4HSgFwwuJ",0,0,2021-05-11 22:10:16
2622,"NEW Apple AirTag Tracking Chips are in stock!

Grab 1 for $29!
https://t.co/rgQ4VFTzCK

Accessories $5 --&gt; https://t.co/YXSjJE0Fo5

- Built-in speaker to help find your things

- Find items further away w/ help of other Apple devices in the Find My network https://t.co/kBrb6bnltU",10,0,2021-05-11 22:10:11
2623,"Liked on YouTube: AirTag Unboxing, Quick Look &amp; Function https://t.co/1N7SWEESsH",0,0,2021-05-11 22:09:52
2624,"Nomad launches Rugged Keychain AirTag holder, pet ID tag engraving - https://t.co/iZxiGzdCM6 https://t.co/rOOYguyDWQ",0,0,2021-05-11 22:09:51
2625,Someone Mailed an AirTag and Tracked Its Progress; Here's What Happened - The Mac Security Blog https://t.co/KfziXj0JqE,0,0,2021-05-11 22:05:47
2626,I mailed an AirTag and tracked its progress https://t.co/mZhW0VNkfD (https://t.co/BLbf0Em26f),0,0,2021-05-11 22:03:30
2627,Apple AirTag jailbroken already – hacked in rickroll attack https://t.co/cfcpwi7QlQ,0,0,2021-05-11 22:03:12
2628,I mailed an AirTag and tracked its progress https://t.co/1DQEs3bS18,19,4,2021-05-11 22:02:32
2629,"Your Exclusive Technology News and More:

Nomad Releases Rugged AirTag Keychain and Engravable Pet Tag – Review Geek

https://t.co/YPb4PneoqJ

#tech #news https://t.co/LK51hap5uM",0,0,2021-05-11 22:02:03
2630,Apple AirTag Spills Its Secrets https://t.co/bo5wa4ZIOU @hackaday,0,0,2021-05-11 22:00:26
2631,"@kylegriffin1 Perhaps the GOP should purchase an AirTag, download the ""Find My"" app and find their lost soul. Real Republicans will be watching the GOP House leadership on Wednesday. @GOP https://t.co/Kwc2gCAJCQ",0,0,2021-05-11 22:00:19
2632,iOS 14.6 Users Can Use An Email Address With AirTag Lost Mode. Apple's latest iOS 14.6 beta brings with it a slight tweak to the way AirTag Lost Mode works. With the new update installed users are finding that they can now enter an email address a... https://t.co/M74pRQLo00 https://t.co/gho2sb4eKL,0,0,2021-05-11 22:00:10
