listing_id,id,date,reviewer_id,reviewer_name,comments
2903,35506,2010-04-14,63454,Travis & Annie,"We really enjoyed our stay at Calisto 6. The location was perfect. Far enough away from the tourist hub to be more authentic neighborhood, yet close enough to all the major sites for exploring. The room was both spacious and updated. The bathroom, although a little small, meet our needs. Andrea was a great host and assisted us in finding authentic restaurants and cafes as well as recommended many cites to visit. We will definately stay at Calisto 6 on our next trip to Rome. Thanks Andrea!"
2903,40718,2010-05-08,81652,Peter,"We had a really nice stay with Andrea, He really goes a long way to make things work, full of information, great resource, immaculately clean. Trastevere is the place to stay if you want to be where romans live, not a touristy place. Life living over a street cafe for a few days is a Roman Holiday. Street noise is not a real problem, stay up late or go to bed with ear plugs. Thank you Andrea."
2903,71414,2010-07-31,146141,Krishna,"We spent 4 days here with kids. Andrea and his wife seem like nice people, easy to deal with. This facility however was not what we were hoping for.

Bathroom is not attached (across the coridor).

I would not consider this a bed and breakfast. Breakfast is really a coupon for the bar downstairs (not particularly a clean bar where I would go with the family). The coupon gets you a coffee and one croissant (yes just that). We ended up buying breakfast outside - we needed more than just that.

Room is air cooled (not air conditioned). It was barely sufficient for the nice weather we were fortunate to enjoy. If its a hot day, I doubt it will be adequate.

The host does not live there so there is no way to get any help outside of 10am to 5pm (which is when most tourists are out sight seeing). For instance, there was no soap or hand towels in the bathroom and we had to wait for the host to return the next morning after 10am to request those.

There was no way to leave luggage after you checkout since the host is not there on the weekend during the day. We ended up leaving it in a common area (which we are not comfortable doing but didn't have a choice).

All in all, for the price, it does not provide adequate facilities in my opinion.

"
2903,77008,2010-08-11,186640,Elaine,"When we arrived, we were informed that the room had been double-booked, and the woman we were meeting told us that she had found us a room for a night in a ""nearby"" bnb called the Trastevere Inn. She (Tammy) expected us to transfer back to the original bnb after a night, but that defeated the purpose of staying in the same place for two nights, so we decided to stay there instead. We never actually spoke to an owner, were never given a real rate for the room. We felt taken advantage of because we were paying 90 Euros a night at Calisto, and the Trastevere Inn advertised a 75 Euro/night rate - we were never offered a refund. When we tried to check out of the Trastevere Inn, we were told that because it was after 10 am we would have to pay for that night as well (apparently that's how it is ""all over Italy"", although that wasn't true in our experience). The breakfast at the Trastevere Inn was prepackaged food and instant coffee, but it seems that breakfast at Calisto would have only been a coupon to go to a nearby bar (coffee and croissant, I think). Overall, I would not recommend this place or Trastevere Inn to anyone. It was very unprofessional and manipulative, with a bad breakfast to boot. However, stay in the Trastevere area, there are lots of good restaurants, the neighborhood is nice, and it is walking distance (long walks) from Vatican City and the Colosseum. "
2903,78837,2010-08-15,182279,Tim,"The location is great, except the B&B is right on top of a bar that stays open late. A family emergency took Andrea out of town, but the arrangements he made to cover were totally unsatisfactory. There was no-one at the apt when we arrived, no-one answering at the advertised contact number, and and no information about who to contact.  Luckily the guy who was supposed to be running the place showed up, and could let us in.  He was unaware of the prepayment through airbnb, and insisted we should pay him. It was quite a hassle to persuade him that we should not. This arrival experience was common to other guests we met. The portable aircon unit in the room failed, and no-one was available to fix it. As others have commented the so-called breakfast is a coupon for a croissant and cappucino in the bar downstairs or at some other bar nearby. The day we checked out we were not given any grace period to store bags, even though there is an ample common area, and one might expect a service-oriented business to try to make amends for previous crappy service. Given the circumstances I am reluctant to post a negative review, but this is an amateurish operation. Trastevere is great, but I would recommend you find an alternative to this place."
2903,82032,2010-08-21,104584,Rosanna,"Unfortunately, we didn't get to meet Andrea and his wife as they were unexpectedly called out of town. Andrea was helpful in writing me to let me know who to call to arrange for the key pick-up when we arrived. We weren't blown away by the facilities but they were certainly sufficient--the bedroom was clean and tiny, and the air conditioning worked relatively well. We shared a bathroom down the hall with a few other guests but we rarely saw them.
The neighborhood is lovely. The place opens up on a piazza and is right next door to another piazza with a beautiful church and lots of nightlife. We found a great gelateria down the street and had no problem walking across the river to visit tourist attractions like the Colosseum and Forum.
As for the breakfast, we were able to take advantage of it the first morning. It seemed like a standard Italian breakfast to me: coffee or tea and a pastry. The next morning we wanted to leave by 9, and the cafe wasn't yet open. "
2903,91878,2010-09-07,112962,Sam And Tiks,"Location was great and we would agree with most of the other comments regarding the property.
Andrea's partner and staff were really helpful and friendly whenever we had contact with them. Yes breakfast is downstairs at the bar - typically Italian breakfast of coffee and pastery.
Unfortunately we were feeling a little unwell for our 7 nights in Rome, and as the weather was hot the room was almost unbearably hot with the window closed and the 'air conditioner' on. The first couple of nights we tried to sleep with the window open but the noise from the bar sounded like we were sleeping on the floor of a pumping nightclub! We would have joined the party, but as I have already mentioned we were not exactly feeling that well, so not in the party mood...
I would recomend this place for the great location, fine food all around the place, price, etc...but be aware that over summer if you are looking for a quiet room then this is probably not the place for you."
2903,95770,2010-09-13,131216,Terra,"We had a wonderful stay at Calisto 6. Andrea and his wife keep the place spotless and are very accommodating.

When we first arrived there was some confusion regarding our reservation as they had overbooked the first house. However they quickly took us to their other rental house only 2 blocks away and we were very satisfied. The place is fully furnished with new beds and the bathrooms were spotless. We felt right at home. The only complaint was that the air conditioner was difficult to operate.

We were 10mins walking distance to all of the main sites and a 10min bus ride to the main train station. 

I would recommend this place to friends and family"
2903,158871,2010-12-27,249293,Christianne,"Staying at the Travestere B&B was overall a great experience. The rooms are beautifully decorated and quite large. They are also very, very clean. Though we did not originally have some of the key items we needed (hand towel, soap, meal passes for breakfast which is not in the B&B, but in a bar downstairs) we received them quickly after asking. 

I would highly recommend the blue room. "
2903,180501,2011-02-10,346457,Elisabeth,"This was an amazing place to stay.  Andrea and his wife were excellent hosts and really make sure that everything is clean and bright in the rooms.  They really pay attention to detail.  I suggest that you request the blue room.   The room is a little noisy with the windows open because there is a busy bar just below the place.  If you have problems with noise, this might not be the place for you.  If you want an authentic experience and feel like you are part of action the whole time, this is the place for you.  I can't recommend this place enough."
2903,270695,2011-05-19,447166,Jenn,"The location of the bed and breakfast was great!  It is a trendy neighborhood with great restaurants and bars nearby.  The bedrooms were cleaned daily and had great ventilation.

However, the bathrooms were not up to par.

Although Andrea was great with responding to our concerns.  The first night, the bathroom light went out and it was quickly replaced.  "
2903,335026,2011-06-26,540449,Abby,"Staying at Calisto 6 was a great experience! The Traverstere area of Rome is refreshing and away from the crowds of tourists. There is a beautiful square steps away, and charming streets with great restaurants. The room was very cute and clean. We had a wonderful stay!"
2903,382744,2011-07-19,626260,Ryan,"Everything was great, the apartment, service, etc.  Would definitely stay there again!"
2903,400812,2011-07-27,505472,Daniel,"Fantastic apartment that was very clean and beautifully decorated. Location was perfect, right in the middle of heaps of restaurants, bars and cafes, and even summer concerts in the nearby piazza! Walking distance to all the sights and public transport was close as well. Would definetly stay there again"
2903,445957,2011-08-15,724876,David,"We actually stayed in another flat of Andre & Nariya on the other side of the Piazza of Santa Maria in Trastevere. It is a three story apartment with two bedrooms with two private bathrooms. As four adults we stayed very comfortably in the space. It also has a nice living room and a kitchen with a breakfast nook area. The unit was very comfortable & clean (a cleaning woman came every morning) and excellently located in a great part of Rome, well positioned to access the great center of Rome's highlights. The place included a breakfast; fairly standard fair, packaged cornettos, cereal & milk, & yoghurt, as well as a little pod based espresso machine. Only limitation was we couldn't do any cooking. This is a reasonably priced, comfortable, centrally located place in which to enjoy the delights of Rome."
2903,683260,2011-11-01,1279307,Nate,Had a great stay at the Calisto - very nice host and extremely helpful.  The neighborhood in Trastevere is unbeatable - great restaurants and great vibe.  The place is also comfortable and very clean.  
2903,809608,2011-12-28,1278005,Milashini,"Calisto 6 is charming, spacious, comfortable, very clean, and within walking distance from many of the main attractions of Rome.  Andrea is a very accommodating host.  She provided us with maps of the city, recommended restaurants and places of interests to us, and readily answered all our questions.  We really enjoyed our stay"
2903,1295999,2012-05-17,1671170,Amanda,"Andrea's B&B was so nice and made our stay in Rome such a great experience for my husband and I. Andrea even helped us find a place to stay for our first night in Rome after our original airbnb hosts fell through. I highly recommend Calisto6 and Andrea's friendly, accommodating service. "
2903,1434058,2012-06-07,531022,Julie And Peter,Andrea and his wife were fine hosts and the room is clean with a comfortable bed in a truly marvelous Trastevere neighborhood right over a bustling bar.  The lively activity outside til the wee hours didn't not deter us from getting a nice deep sleep and the complimentary cappuccino we had at the bar the next morning was primo!
2903,1641198,2012-07-06,1131834,Lisa,"This was a fantastic first-time Airbnb experience. Andrea had excellent communication prior to my arrival in Rome, and we were greeted very kindly by his wife who provided us with a map and some local tips. The room was very clean and spacious, and the bathroom across the hall had everything we needed. This is the best location to stay in my opinion. It had a very local feel whereas many other areas in Rome are very overtaken by tourists. The bar below the room was no problem, the windows seem to be very new and cancel out the sound, particularly when the air conditioner is running. Andrea was even kind enough to book me a taxi very late at night on short notice, which I was very thankful for. Overall, I had a great time here and would stay again."
2903,1808234,2012-07-26,548712,Michael,"Our stay at Calisto6 B&B was very pleasant. The room was quiet, cool, and comfortable. The B&B is very well-located, next to Piazza Santa Maria in Trastevere. Andrea was a gracious host, easy to get in touch with, and very friendly."
2903,1816760,2012-07-27,3022550,Dilip,"We had a fun stay in Andrea's bnb in Rome. Many restaurants and shops within walking distance. Good privacy, did not see much of Andrea. Though we didn't stay long (one night). Everything was clean and the internet was fast. The bathroom was down the hall and shared and the AC not the best. Also next to a square that was pretty noisy at night."
2903,2081571,2012-08-24,2389897,Katherine,"Great location!! In addition, the room was very clean and comfortable. Small complaint: when we would leave for the day, we would return to find anything we had left plugged in to charge (cell phone or ipad) unplugged! We ended up having no phones/internet for the entire stay because of this. "
2903,2616423,2012-10-15,633282,Susanna,"The location is fantastic- we would stay there again!  Just a little bit of info: It was a bit hard to find so we tried calling Andrea but there was no answer, we started to worry and thought something was wrong but we persevered and found it - I hadn't read his instructions properly! Then when we got there we met Andrea's colleague.  She showed us the room (with private bathroom just across the corridor) and then we filled in the forms.  There is no member of staff at the place at all (except for when you arrive - you have to tell Andrea your ETA) so before she left we borrowed an extra towel, hairdryer and even an umbrella!   The rooms were fine- clean, warm and comfy!  We didn't use the TV.  Underneath there is a bar which, thanks to the double glazing, you can't hear any noise from late at night!   P.S. Low shower!"
2903,2862981,2012-11-12,915945,Jana,"It was a great stay at Calisto6 and Andrea was really friendly and helpful. We loved the room: very cozy, charming and clean. And the area is also great. A lot of nice restaurants and bars. Only the Calisto Bar in the building could be a little bit noisy, but than you have to go down for a drink ;) thank you Andrea and your wife for the great accomandation!"
2903,3004493,2012-12-01,387844,Mike,Nice room and a great location. Right near many restaurants and bars.  Andrea's wife gave me some recommendations for places to go and sent me to the best pizza place I've ever been to.  Thanks! The only downside was that the bathroom wasn't directly connected to the room and was pretty small. I'd definitely stay there again if I ever return to rome!
2903,3036528,2012-12-06,2684557,Molly,This is the best location in Rome! Not too touristy but a within walking distance to all the major attractions.  The room was very cute and clean. And best of all Andrea lent me his converter so I could charge my phone. Would definitely go back. 
2903,3140438,2012-12-23,2131706,Alexander,"Despite the rather noisy bar below our room, the Calisto6 was an ideal place to stay while in Rome. Steps away from Santa Maria in Trastevere, the rooms were large and very well appointed in comparison to many other affordable options in Rome. Andrea was outside waiting for us upon arrival and gave us some really excellent restaurant recommendations as well. I would absolutely stay there again."
2903,3323975,2013-01-10,4403308,Rebma,"This place was perfect! Andrea was so incredibly nice, and accommodating. The B&B is immaculate and located in a relatively low key yet super convenient location. I will be back!:)"
2903,3846160,2013-03-20,4940239,James,"Really lovely B&B... The incredibly clean and well-apportioned accommodations were charming and the location perfectly dropped in the midst of Trastevere. Sure, the Bar customers could cause a murmur outside your window, but going down for a drink is always an option. It IS a local favorite. All in, we were thoroughly pleased and would happily (happily!) return."
2903,3928964,2013-03-28,4546163,Julie,This is a great place but you need to commit to going to bed after about 2:30 or 3:00 am when the bar just below and outside the window closes.
2903,4022051,2013-04-03,5142855,Tuyen,"Andrea was a great host. He was extremely helpful along the way and responded very fast!! The bnb was nice but not as big as it looks in the pictures. Also, the bathrooms had a weird moldy smell but it was tolerable. Breakfast is continental with cereal milk yogurt and toast. The location is convenient. We walked everywhere to the colosseum, Vatican City, roman forums and trevi fountain! Right outside the bnb is a plaza with bars and restaurants so that was convenient! There is a kitchen but the house rules restrict us from cooking. Nonetheless,  We enjoyed our stay!  "
2903,4117459,2013-04-11,5307141,Veeral,"Unfortunately, I had a few negative experiences. Initially I booked viccolo de piede and Andrea contacted me saying there had been an error and he had intended to book me at Calisto 6 where he had availability. He assured me the properties were similar with a private bathroom so I agreed to transition to Calisto 6. Upon arrival, we waited over 1 hr for his colleague to meet us for key transfer after arriving in Rome. I had to make multiple international phone calls to coordinate this. The bathroom at Calisto 6 is not attached to the room, so you have to go across the hall and open the door with a key. The ceiling in the bathroom is just over 6 feet at its highest so I had to crouch over to use the bathroom. Furthermore, the ceiling is slanted so it goes well below 6 feet at it's lowest. The following morning we did not have hot water in our shower and waited an hour for someone to come address this. Andrea did apologize by leaving a bottle of Chianti and did allow for late checkout on our final day, however overall our experience was disappointing. "
2903,4855284,2013-05-28,927905,Kathleen,The reservation was canceled 28 days before arrival. This is an automated posting.
2903,8448444,2013-10-31,9000376,Bettina,"Andrea war ein sehr zuverlässiger, hilfsbereiter und freundlicher Gastgeber. Das 3er-Zimmer etwas klein, aber hübsch eingerichtet, sauber und trotz der zentralen und lärmigen Lage (direkt über einer rege besuchten Bar) dank der guten Fenster sehr ruhig. Wir haben den Aufenthalt extrem genossen und können das Calisto6 B&B jederzeit wärmstens weiterempfehlen!"
2903,28450210,2015-03-23,29383374,Stefano,La posizione della casa è fantastica! fra i vari alloggi provati a Roma nel corso degli anni il b&b di Andrea è sicuramente il migliore per posizione. Molto belle anche le camere e le finiture interne. 
2903,35881723,2015-06-22,26062030,Pasang,"We had a lovely time staying at Andrea's place in Piazza Calisto. Great rooms and very welcoming. Very popular bar downstairs and the piazza was very busy and packed with partygoers at night-time. Good food locally in Piazza Cosimato. Very clean and well maintained, descriptions were all accurate. Thank you for having us Andrea!"
2903,49296760,2015-10-02,9302988,Vicky,"nice, clean, good spot for nightlife but very noisy
in the street there is a big bar where there are people gathering day and night, it´s fun but difficult to get a sleep"
2903,88495941,2016-07-24,26943665,Desiree,Andrea was a great host. the apartment was great and the location also. I recommend taking the breakfast voucher up at Baylon Cafe over downstairs.
2903,105618442,2016-10-02,28502985,Yohann,The host canceled this reservation 6 days before arrival. This is an automated posting.
2903,208192777,2017-10-31,66578040,Ally,Wish I could've stayed longer!
3079,162748,2011-01-02,194932,"Finca Los Castañeros, S.L.","The place is ok. Do not expect anything fantastic but rather normal. There is no central heating but three stoves instead. During hard winter you must have anything on to keep the place warm. Location is good and there are shops around to buy groceries and bread. I would have expected finding things like coffe or coffe filters but it may be that my expectations were too high and are maybe unusual, but those were my expectations. The place is quiet and you will sleep well. It is on a first floor with no elevator but it is just one floor so it is ok unless you have problems with that. I found the place a bit expensive for what you get, but again, it may very well be that Rome is like that and hotels are more expensive."
3079,425456,2011-08-07,588964,Maggie,"The best feature of this apartment was the rooftop terrace with great views of the Colosseum. Perfect spot for some local Pizza, watching the sunset  after a long day of visiting the sites. The apartment is basic and has everything our family of 4 needed. Our host was very friendly and accommodating."
3079,656148,2011-10-23,1008235,Arjun,"Lovely location, perfect for sightseeing and Paola was a perfect host. She gave us a ton of valuable information."
3079,1122570,2012-04-13,2021977,Jane,Laura was a wonderful host! She met us promptly to check in and provided us with everything we needed for the week. The apartment is really cozy and in a perfect location. Laura even arranged us a car service to the airport. I high recommend saying in her apartments!
3079,1572956,2012-06-27,1670673,Carol,"We enjoyed staying in this apartment.  The location is wonderful.  We found shops, transportation, everything we needed very close at hand.  It was a little cramped for three persons, but could easily accommodate two. "
3079,2301437,2012-09-17,2898851,Caroline,"A beautiful apartment with a fantastic location very close to the Colosseum. The view of the Colosseum from the rooftop patio is lovely--definitely suggest having a glass of wine and watching the sunset up there.

The apartment was clean and equip with all the necessities and more (hair dryer, dishes, A/C, small tv, towels, maps, umbrella, laundry, wi-fi etc.). The furniture looked new and the whole apartment was aesthetically appealing. The noise from the nearby fountain--popular for an evening drink and chat--didn't bother us at all, in fact we much enjoyed joining in on the daily festivities in the square. 

Laura was extremely helpful and sat down with us right away and mapped out many of the main attractions giving us many details we otherwise wouldn't have known. While we didn't end up contacting her much during our stay, she let us know she was available if we had any questions about anything (activities, transportation, etc.). We did contact her about getting to the airport for our very early flight and she made arrangements for a taxi on our behalf. 

Overall a lovely stay and well worth the $. Definitely recommend this apartment to others. "
3079,3221709,2013-01-02,4053713,Faraz,"Laura was a wonderful host and even thoug we did not meet her, as she was on holidays, she was very responsive, even though we were there during Xmas. Always available on email and her house keeper even took us out for breakfast on Xmas day as everywhere was mostly closed!!
The place was slightly tight for 3 adults and a teenager, but that is to ne expected from most places in Rome.
VERY central; less than 3mins walk to the Colosseum, close to the Jewish Ghetto and a short cab ride to most other places of interest - 30min walk to the Vatican and most musuems!!

Highly recommended!!"
3079,6873063,2013-08-28,7709829,Michael,"We had a wonderful week in Rome at Via Serpenti. The apartment in in a great position. A short walk to the Colosseum, and 15 min walk to Trevi and Pantheon.  Then catch the little Elettrico bus 117 back to Via Serpenti.
We arrived quite late on out first day. Laura was waiting at the door for us, and was always available with advice and suggestions. This was a perfect place for our first visit to Rome."
3079,7813574,2013-10-04,6907025,Valeska,Laura is a lovely host. Her apartment is very comfortable and easy to reach from the train station. We had a lovely stay in Rome thanks to Laura and her hospitality.
3079,8045925,2013-10-14,8545839,Alyce,"Great location, comfortable apartment and very, very helpful and responsive host.  We spent 10 days in this apartment and loved every minute of it.  The neighborhood of Monti is unique in that it is so close to the Coliseum, Ruins and other sights but feels far away from the tourist scene in the piazza, restaurants and street life.  Laura made herself very available (by email when she was not in the building) and was responsive to any and all of our requests and needs.  Oh - and there was plenty of hot water for the shower; always a bonus!"
3079,8467496,2013-11-01,8800838,Benedicte,"Excellent location for visiting Rome. Also great and very lively neighbourhood. Excellent and responsive host.
Only drawback: the flat is in front and therefore noisy especially in the evenings and at night. Double glazed windows do offer good relief but you have to keep them closed at night!
"
3079,8673165,2013-11-11,9380899,Allan,"The place was great! Plenty of room and so close to the colosseum!
Only reservation is the wifi was spotty on our phones. Other than that it was wonderful."
3079,13752024,2014-06-03,4397075,Amy,"My husband and I, along with another couple, spent the weekend in Rome at Laura's apartment.  She was easy to communicate with, quick to respond and helpful with recommendations.  Check-in was flexible, easy and Laura gave us some good recommendations.  Throughout our stay she was always available.  The apartment was definitely small for four adults but it was fine for the weekend.  The location was great - close to many sites, restaurants/bars, and shops! I would definitely recommend Laura's apartment to anyone going to Rome!"
3079,48765873,2015-09-28,36358164,Gösta,We hade pleasant stay at Via dei Serpenti. Laura was really nice and helpful. I can recommend the apartment to anyone who like to stay very central. It was perfect.
3079,259113430,2018-04-30,43977963,Al,Great location in Monti. Noisy with windows open. Lots of bars and restaurants within walking distance. Colosseum is right down street. 5 minute walk to Cavour metro station.
3079,289316196,2018-07-12,158921556,Graham,Great place in a great location. When I return to Rome I will be staying again.
3079,330852510,2018-10-01,55496821,Clem,"Un appartamento accogliente, e ben posizionato"
11834,246099,2011-05-01,346365,Joanne,"We loved our stay at Boschetto House. It was a cute apartment with everything we needed and in a fantastic location. Only a 5 minute walk to the Colosseum.
We had a present of Easter Eggs and home made biscuits waiting for our arrival from Serena. Also the manager Hassan gave us some helpful information when checking in.
I will be recommending this apartment to anyone going to Rome and we would definitetly stay here again.
"
11834,343799,2011-06-30,388909,Eteri,Everything was perfect! The apartment in a perfect location - only few minutes from Colosseum and Roman Forum. The apartment is clean and cosy and comfortable.  Very nice courtyard.
11834,529617,2011-09-13,953228,Ginger,"Apartment: Very nicely set up for guests - well decorated and plenty of space, very clean, with all the amenities of home. This was a GREAT apartment. There is a dehumidifier/AC available. The apartment is tucked away in an apartment building courtyard and is very quiet - however, as a result of being in the center of the complex, the apartment gets very little natural light in the morning. It does brighten up well throughout the day. 

Neighborhood: Great neighborhood, just a very short walk from the Colosseum. Tip: If you want to see the Colosseum, go buy tickets at the Palantino, just a few minutes walk away, where the line is short, then come back and bypass the line at the Colosseum - it's absolutely worth it. The apartment was close to restaurants and bars and easy walking from other areas of Rome. We routinely walked to Campo dei Fiori and back and found it quite easy. 

Host: Serena is wonderful! She put a lot of thought into the careful details of the apartment and we felt quite taken care of. She was easy to reach and very responsive, she showed us around the apartment and told us about good things to do and gave us a map. She even took the time to look up an activity I'd had a question about and then email me with the details. THANK YOU, SERENA!"
11834,641971,2011-10-18,1001902,Rajiv,"We had a fine stay in this charming apartment right next to the Coliseum. Walking distance to major spots in Ancient Rome. Very charming street with cozy shops. The owner Serena was very personable, helpful on transportation and little things like calling a cab to the airport and other logistics. This is a ground floor unit so that helped a lot. Don't miss the little restaurant around the corner that is always packed. "
11834,846583,2012-01-07,128550,Pierre,"Very nice place, very nice stay, very available host, very nice area for visits and restaurants. For dinner, you can go to ""il 16"" or ""il 19"" (same numbers in ""via del boschetto""). Thanks Serena."
11834,1112235,2012-04-12,1811395,Maaike,"The location was fantastic, very easy to get to and from the airport as well as all big must sees in Rome. We loved to stroll around the streets later at night and enjoy one of the many amazing wine bars. We also loved the bakery's and  cafe's for breakfast and lunch in the immediate area. 

The apartment was clean, bright and just a pictured. We even had some cookies when we arrived. Serna was a great host, easy to reach for general questions regarding the place and was very helpful as we had a late check-in. Also as I accidentally forgot to pack my blowdryer Serena was super helpful with finding a solution! Thank you for our wonderful stay !!"
11834,1515001,2012-06-19,1984482,Bruna,"On my first 12h hours in Rome, I managed to have an accident and open my head at Fonta di (Website hidden by Airbnb) it's not a Woody Allen screenplay, it truly happened!!! We were so lucky we were staying at Serena's because she came all the way from her house to help my husband (who was at the hospital with me, where no one spoke English!) and was a true angel, don't know how we've managed it without her being there!
But if you're not planning to visit a Roman hospital or getting a Roman scar, Serena is also a great host for giving local tips and has a charming place, in a very trendy and central spot, where she received us with homemade cookies and lots of smiles! The apartment is very complete and has a good bed, shower and AC, essential for the harsh summer we faced there!!"
11834,1768122,2012-07-22,2432893,Chet,Rome is Amazing! 
11834,2222744,2012-09-07,163201,Sean,"Serena was on vacation during our visit, but she made arrangements for me to meet with someone at the front door, which worked out just fine. The house is a cute little studio with a Murphy bed. The flat was perfect. Serena even snuck back one day to leave my wife and I a welcome gift (thank you!!).

The Monti neighborhood is an up and coming hip spot to be after dark, with a good number of twenty-somethings meeting at a nearby plaza/fountain to discuss politics, their days, etc. over beer and wine. Also nearby are a good number of great restaurants and cafe's, not limited to Italian cuisine (check out Mother India and Noozo sushi). To top it all off, the flat is a three block walk away from the Colosseum."
